fips,city,region,uhi_index,median_income,pct_poc,poverty_rate,tree_canopy_pct,population
00000024282,Chicago,Ohio Valley,8.48,84546,31.2,51.0,25.2,1371
00000024283,Chicago,Ohio Valley,7.95,102294,13.6,41.5,18.9,2084
00000024284,Chicago,Ohio Valley,11.16,52932,87.0,55.0,27.2,1700
00000024285,Chicago,Ohio Valley,10.39,47208,37.4,55.0,17.7,1010
00000024286,Chicago,Ohio Valley,9.74,47573,48.6,55.0,33.3,3715
00000024287,Chicago,Ohio Valley,9.45,54950,34.7,55.0,28.5,2047
00000024288,Chicago,Ohio Valley,9.27,38417,22.4,51.0,40.3,598
00000024289,Chicago,Ohio Valley,11.24,72379,47.3,55.0,24.7,2472
00000024290,Chicago,Ohio Valley,8.75,72809,16.7,48.8,29.2,1249
00000024291,Chicago,Ohio Valley,9.02,98469,48.7,47.2,17.3,1519
00000024292,Chicago,Ohio Valley,11.63,20993,75.9,55.0,18.2,1816
00000024293,Chicago,Ohio Valley,10.9,41396,35.4,49.3,14.2,1123
00000024294,Chicago,Ohio Valley,8.18,85139,26.0,55.0,38.4,5333
00000024295,Chicago,Ohio Valley,9.24,69586,18.8,55.0,25.2,738
00000024296,Chicago,Ohio Valley,8.58,66120,29.8,53.5,40.1,1870
00000024297,Chicago,Ohio Valley,7.35,96596,33.6,48.4,9.0,2272
00000024298,Chicago,Ohio Valley,10.64,39751,68.3,54.4,40.2,1853
00000024299,Chicago,Ohio Valley,10.54,46781,46.9,52.2,27.3,1612
00000024300,Chicago,Ohio Valley,10.23,43837,55.4,55.0,30.9,1442
00000024301,Chicago,Ohio Valley,10.46,15000,26.3,48.4,19.4,1116
00000024302,Chicago,Ohio Valley,9.89,68320,39.8,55.0,32.6,1104
00000024303,Chicago,Ohio Valley,10.28,51928,47.9,55.0,25.1,3623
00000024304,Chicago,Ohio Valley,9.67,46677,5.8,45.0,19.0,1387
00000024305,Chicago,Ohio Valley,8.89,42164,7.2,49.2,19.5,6498
00000024306,Chicago,Ohio Valley,9.21,64556,7.3,52.8,19.2,2700
00000024307,Chicago,Ohio Valley,9.02,45036,32.2,55.0,32.1,364
00000024308,Chicago,Ohio Valley,10.31,70539,58.4,55.0,23.0,3071
00000024309,Chicago,Ohio Valley,9.04,76479,20.8,55.0,16.0,1751
00000024310,Chicago,Ohio Valley,8.31,57635,16.0,46.5,32.6,785
00000024311,Chicago,Ohio Valley,9.84,55938,27.5,51.6,11.1,3954
00000024312,Chicago,Ohio Valley,9.0,69637,34.3,50.5,39.8,1391
00000024313,Chicago,Ohio Valley,10.54,64278,24.1,54.7,43.8,1322
00000024314,Chicago,Ohio Valley,7.0,98253,17.0,51.0,20.2,2264
00000024315,Chicago,Ohio Valley,8.93,72956,15.4,48.2,37.6,3589
00000024316,Chicago,Ohio Valley,10.31,92389,84.2,51.6,30.9,1935
00000024317,Chicago,Ohio Valley,8.71,80262,11.4,55.0,25.4,1853
00000024318,Chicago,Ohio Valley,10.34,32039,50.0,51.9,24.4,1190
00000024319,Chicago,Ohio Valley,11.14,51043,78.7,54.0,32.6,3552
00000024320,Chicago,Ohio Valley,11.11,63797,61.8,55.0,27.1,1946
00000024321,Chicago,Ohio Valley,7.85,86711,15.7,55.0,9.3,1579
00000024322,Chicago,Ohio Valley,8.13,113195,72.0,32.6,46.4,1466
00000024323,Chicago,Ohio Valley,8.83,52896,12.6,55.0,32.7,3347
00000024324,Chicago,Ohio Valley,8.86,66381,25.9,55.0,28.8,1544
00000024325,Chicago,Ohio Valley,9.56,84997,34.1,55.0,22.9,3353
00000024326,Chicago,Ohio Valley,9.7,63554,16.7,55.0,27.0,1362
00000024327,Chicago,Ohio Valley,9.65,106102,40.5,53.5,38.8,2788
00000024328,Chicago,Ohio Valley,10.5,31305,22.4,55.0,30.0,2047
00000024329,Chicago,Ohio Valley,10.99,81950,80.8,55.0,30.5,1022
00000024330,Chicago,Ohio Valley,8.52,81705,34.2,53.9,19.5,1716
00000024331,Chicago,Ohio Valley,10.64,93800,59.0,54.1,25.0,485
00000024332,Chicago,Ohio Valley,10.69,66551,77.9,55.0,28.2,1156
00000024333,Chicago,Ohio Valley,10.26,87288,47.3,55.0,33.7,701
00000024334,Chicago,Ohio Valley,10.09,58771,80.0,52.8,24.9,5993
00000024335,Chicago,Ohio Valley,10.49,44965,57.9,52.7,35.4,706
00000024336,Chicago,Ohio Valley,10.7,41319,49.6,45.4,18.6,8531
00000024337,Chicago,Ohio Valley,10.44,28964,35.9,53.1,28.5,2461
00000024338,Chicago,Ohio Valley,8.94,53966,11.1,55.0,28.4,1324
00000024339,Chicago,Ohio Valley,10.39,72787,34.3,55.0,15.9,2933
00000024340,Chicago,Ohio Valley,8.53,59796,19.1,50.0,29.1,1228
00000024341,Chicago,Ohio Valley,9.92,69949,64.2,45.5,23.7,776
00000024342,Chicago,Ohio Valley,9.0,95871,20.7,51.4,40.4,1895
00000024343,Chicago,Ohio Valley,11.45,52062,41.5,55.0,23.9,2751
00000024344,Chicago,Ohio Valley,7.86,123507,54.5,35.9,32.8,3893
00000024345,Chicago,Ohio Valley,8.46,83881,18.6,47.8,19.7,2437
00000024346,Chicago,Ohio Valley,9.57,60076,39.6,52.1,30.6,1316
00000024347,Chicago,Ohio Valley,9.84,59509,27.4,55.0,25.1,4153
00000024348,Chicago,Ohio Valley,10.91,39796,46.3,55.0,21.4,3632
00000024349,Chicago,Ohio Valley,9.88,64357,15.0,53.7,51.1,2124
00000024350,Chicago,Ohio Valley,12.41,15000,82.1,55.0,23.6,3738
00000024351,Chicago,Ohio Valley,9.15,96394,46.9,55.0,27.3,6706
00000024352,Chicago,Ohio Valley,12.11,15000,80.5,49.1,33.9,1304
00000024353,Chicago,Ohio Valley,10.4,66043,58.8,55.0,21.9,1053
00000024354,Chicago,Ohio Valley,10.61,36400,27.7,55.0,31.1,1282
00000024355,Chicago,Ohio Valley,10.89,47470,58.3,49.0,31.7,804
00000024356,Chicago,Ohio Valley,11.85,50696,67.3,55.0,28.8,2577
00000024357,Chicago,Ohio Valley,8.62,113140,60.3,42.8,47.8,688
00000024358,Chicago,Ohio Valley,9.68,37418,41.7,45.3,22.1,3862
00000024359,Chicago,Ohio Valley,9.08,87856,21.9,51.5,41.4,1207
00000024360,Chicago,Ohio Valley,10.18,94010,59.5,48.2,32.0,4085
00000024361,Chicago,Ohio Valley,11.14,15000,55.1,51.6,34.7,389
00000024362,Chicago,Ohio Valley,10.62,49616,31.0,52.8,30.6,1434
00000024363,Chicago,Ohio Valley,8.63,102111,16.9,47.7,44.4,832
00000024364,Chicago,Ohio Valley,10.65,32130,51.5,53.5,25.2,4072
00000024365,Chicago,Ohio Valley,9.02,94956,21.1,52.0,33.1,4951
00000024366,Chicago,Ohio Valley,9.4,64553,30.1,55.0,39.2,442
00000024367,Chicago,Ohio Valley,10.31,63472,57.1,51.3,23.6,3039
00000024368,Chicago,Ohio Valley,8.69,66737,18.6,55.0,37.4,3433
00000024369,Chicago,Ohio Valley,8.68,73564,11.8,48.9,29.2,2198
00000024370,Chicago,Ohio Valley,10.2,41109,9.0,55.0,18.3,2573
00000024371,Chicago,Ohio Valley,10.81,58489,52.8,55.0,16.1,2464
00000024372,Chicago,Ohio Valley,10.37,74264,53.1,54.1,27.3,3046
00000024373,Chicago,Ohio Valley,9.82,69422,33.4,55.0,36.4,938
00000024374,Chicago,Ohio Valley,10.11,73730,61.4,50.2,11.6,3715
00000024375,Chicago,Ohio Valley,9.18,47032,32.3,52.4,30.6,2050
00000024376,Chicago,Ohio Valley,9.32,80807,34.2,55.0,36.0,1977
00000024377,Chicago,Ohio Valley,9.71,68161,30.7,55.0,18.3,2540
00000024378,Chicago,Ohio Valley,9.22,25482,8.3,55.0,23.9,843
00000024379,Chicago,Ohio Valley,8.3,51715,27.0,45.3,34.3,711
00000024380,Chicago,Ohio Valley,10.12,42612,10.9,51.4,35.0,1681
00000024381,Chicago,Ohio Valley,10.0,42290,24.8,55.0,41.1,4564
00000024382,Chicago,Ohio Valley,10.66,53087,55.7,55.0,23.1,887
00000024383,Chicago,Ohio Valley,9.09,80336,6.7,55.0,22.5,2008
00000024384,Chicago,Ohio Valley,9.28,49330,26.4,55.0,42.1,1176
00000024385,Chicago,Ohio Valley,9.04,70626,25.8,51.9,23.1,1085
00000024386,Chicago,Ohio Valley,10.99,66529,48.7,55.0,31.6,2441
00000024387,Chicago,Ohio Valley,9.11,45523,19.8,47.3,46.5,2851
00000024388,Chicago,Ohio Valley,9.85,56379,53.7,47.0,34.5,1127
00000024389,Chicago,Ohio Valley,8.43,86621,21.9,51.3,35.8,4156
00000024390,Chicago,Ohio Valley,9.86,68745,59.0,55.0,38.7,2329
00000024391,Chicago,Ohio Valley,10.18,78720,51.2,47.2,32.4,1563
00000024392,Chicago,Ohio Valley,7.66,96812,40.8,52.2,36.5,2227
00000024393,Chicago,Ohio Valley,8.88,75873,28.7,50.0,26.5,6135
00000024394,Chicago,Ohio Valley,10.13,16982,13.8,50.7,37.5,2841
00000024395,Chicago,Ohio Valley,10.68,71764,36.0,55.0,31.1,1188
00000024396,Chicago,Ohio Valley,10.03,49547,60.0,55.0,16.5,1787
00000024397,Chicago,Ohio Valley,6.94,110257,18.3,40.4,32.7,1956
00000024398,Chicago,Ohio Valley,9.71,74981,61.1,55.0,11.2,2695
00000024399,Chicago,Ohio Valley,10.83,50064,63.1,47.7,33.4,2087
00000024400,Chicago,Ohio Valley,9.22,79162,21.0,55.0,27.1,5637
00000024401,Chicago,Ohio Valley,9.01,67269,40.7,55.0,44.4,1578
00000024402,Chicago,Ohio Valley,11.72,22051,76.1,55.0,30.9,640
00000024403,Chicago,Ohio Valley,10.04,86576,25.5,55.0,35.7,2056
00000024404,Chicago,Ohio Valley,10.14,54861,54.4,45.3,19.8,1387
00000024405,Chicago,Ohio Valley,8.52,100515,18.5,50.4,35.0,733
00000024406,Chicago,Ohio Valley,9.68,61889,36.8,48.3,23.4,1185
00000024407,Chicago,Ohio Valley,8.7,100982,23.5,48.6,38.1,1458
00000024408,Chicago,Ohio Valley,8.89,75622,38.7,55.0,20.3,3582
00000024409,Chicago,Ohio Valley,9.76,89353,59.4,55.0,29.4,742
00000024410,Chicago,Ohio Valley,9.96,52704,37.6,54.7,19.1,2230
00000024411,Chicago,Ohio Valley,9.33,73825,36.7,54.6,29.9,6851
00000024412,Chicago,Ohio Valley,10.67,21844,19.7,55.0,44.0,1627
00000024413,Chicago,Ohio Valley,10.38,61824,72.4,54.7,33.8,1599
00000024414,Chicago,Ohio Valley,11.39,27886,78.4,55.0,27.0,2784
00000024415,Chicago,Ohio Valley,9.9,36425,47.4,55.0,8.7,2473
00000024416,Chicago,Ohio Valley,11.64,42729,82.6,55.0,22.7,4232
00000024417,Chicago,Ohio Valley,10.05,81510,55.4,45.7,32.1,1635
00000024418,Chicago,Ohio Valley,8.87,61315,4.7,55.0,25.1,2755
00000024419,Chicago,Ohio Valley,9.57,65785,14.6,51.7,40.1,2781
00000024420,Chicago,Ohio Valley,9.57,60635,26.8,55.0,29.2,1478
00000024421,Chicago,Ohio Valley,7.9,92018,51.0,50.7,38.6,1688
00000024422,Chicago,Ohio Valley,8.84,65101,9.4,49.9,30.9,1795
00000024423,Chicago,Ohio Valley,9.46,71220,43.7,49.0,26.5,860
00000024424,Chicago,Ohio Valley,10.8,50743,62.1,55.0,23.9,1431
00000024425,Chicago,Ohio Valley,8.65,93735,30.3,43.3,21.3,4436
00000024426,Chicago,Ohio Valley,8.73,95609,42.3,51.0,38.1,3369
00000024427,Chicago,Ohio Valley,11.0,64077,47.8,55.0,24.1,1276
00000024428,Chicago,Ohio Valley,10.34,50392,47.6,55.0,32.2,1791
00000024429,Chicago,Ohio Valley,10.33,24600,29.5,55.0,23.9,3238
00000024430,Chicago,Ohio Valley,11.01,43285,57.9,50.5,18.9,2359
00000024431,Chicago,Ohio Valley,10.24,15000,29.2,47.1,32.6,2921
00000024432,Chicago,Ohio Valley,11.95,42233,42.2,55.0,20.8,2491
00000024433,Chicago,Ohio Valley,9.39,73924,36.4,52.8,25.6,2057
00000024434,Chicago,Ohio Valley,9.88,63740,30.7,54.6,18.4,1636
00000024435,Chicago,Ohio Valley,7.5,123081,43.7,37.5,26.4,882
00000024436,Chicago,Ohio Valley,11.29,55723,67.4,55.0,27.5,2738
00000024437,Chicago,Ohio Valley,9.55,53771,9.5,55.0,26.4,1582
00000024438,Chicago,Ohio Valley,9.07,91569,36.2,55.0,35.6,672
00000024439,Chicago,Ohio Valley,9.11,16826,13.9,43.3,30.2,1303
00000024440,Chicago,Ohio Valley,9.01,27955,9.4,53.5,53.8,3015
00000024441,Chicago,Ohio Valley,9.02,81596,21.5,48.3,32.5,572
00000024442,Chicago,Ohio Valley,9.96,60114,71.8,55.0,14.5,974
00000024443,Chicago,Ohio Valley,10.86,60687,43.7,55.0,25.9,1963
00000024444,Chicago,Ohio Valley,9.35,41571,29.6,55.0,27.8,4202
00000024445,Chicago,Ohio Valley,9.22,70994,25.9,53.0,24.0,3294
00000024446,Chicago,Ohio Valley,9.79,44799,51.2,49.8,29.1,4451
00000024447,Chicago,Ohio Valley,9.66,66818,39.8,50.7,23.4,2048
00000024448,Chicago,Ohio Valley,9.85,36037,29.4,47.3,31.1,1594
00000024449,Chicago,Ohio Valley,9.27,60440,13.2,48.7,13.6,2998
00000024450,Chicago,Ohio Valley,6.46,115621,19.8,34.8,40.3,1054
00000024451,Chicago,Ohio Valley,10.17,54376,70.9,49.8,15.6,1005
00000024452,Chicago,Ohio Valley,10.37,61706,43.7,49.5,25.9,904
00000024453,Chicago,Ohio Valley,9.97,59936,22.8,55.0,22.5,3474
00000024454,Chicago,Ohio Valley,8.52,69363,48.3,55.0,32.0,1095
00000024455,Chicago,Ohio Valley,10.34,76703,58.1,55.0,26.6,3295
00000024456,Chicago,Ohio Valley,8.8,71430,25.9,55.0,31.3,1976
00000024457,Chicago,Ohio Valley,9.19,71982,32.1,54.6,37.9,3501
00000024458,Chicago,Ohio Valley,9.55,60479,35.7,51.1,34.8,931
00000024459,Chicago,Ohio Valley,10.22,67507,17.4,55.0,28.4,1242
00000024460,Chicago,Ohio Valley,9.46,59651,43.2,55.0,32.4,2374
00000024461,Chicago,Ohio Valley,9.44,19691,19.1,55.0,44.4,1396
00000024462,Chicago,Ohio Valley,7.12,130765,10.7,35.0,37.1,405
00000024463,Chicago,Ohio Valley,9.0,83204,19.1,55.0,26.8,793
00000024464,Chicago,Ohio Valley,11.11,40517,41.8,54.0,37.7,927
00000024465,Chicago,Ohio Valley,9.11,70751,21.6,55.0,32.2,969
00000024466,Chicago,Ohio Valley,11.12,31346,32.8,55.0,19.7,2721
00000024467,Chicago,Ohio Valley,9.88,52644,36.1,51.4,27.0,2213
00000024468,Chicago,Ohio Valley,9.9,27950,14.1,46.8,16.6,1992
00000024469,Chicago,Ohio Valley,11.54,63720,86.5,44.6,8.8,6034
00000024470,Chicago,Ohio Valley,10.33,25466,29.7,55.0,20.5,3659
00000024471,Chicago,Ohio Valley,10.33,74710,55.6,47.1,29.0,2925
00000024472,Chicago,Ohio Valley,9.05,82055,34.4,55.0,30.1,737
00000024473,Chicago,Ohio Valley,10.63,44325,58.9,49.2,16.5,1873
00000024474,Chicago,Ohio Valley,9.18,69022,60.3,49.3,9.9,2162
00000024475,Chicago,Ohio Valley,9.94,43000,43.1,51.4,40.1,1409
00000024476,Chicago,Ohio Valley,8.24,77793,9.3,55.0,30.5,5033
00000024477,Chicago,Ohio Valley,11.45,47784,71.8,48.6,39.6,1864
00000024478,Chicago,Ohio Valley,9.95,84724,22.2,51.9,40.3,865
00000024479,Chicago,Ohio Valley,9.94,19710,14.2,54.9,34.2,993
00000024480,Chicago,Ohio Valley,10.06,39875,56.8,48.9,28.7,7111
00000024481,Chicago,Ohio Valley,9.68,37279,40.7,55.0,25.4,1405
00000024482,Chicago,Ohio Valley,9.51,70083,39.3,46.4,34.5,519
00000024483,Chicago,Ohio Valley,8.83,78877,24.9,53.9,28.0,1261
00000024484,Chicago,Ohio Valley,9.99,72015,62.2,55.0,23.6,604
00000024485,Chicago,Ohio Valley,10.21,52275,16.3,48.4,11.4,3135
00000024486,Chicago,Ohio Valley,10.69,15000,39.7,54.5,27.1,559
00000024487,Chicago,Ohio Valley,9.59,65967,14.1,55.0,37.4,779
00000024488,Chicago,Ohio Valley,9.76,84701,57.1,51.0,38.6,1812
00000024489,Chicago,Ohio Valley,7.71,132012,81.3,33.6,30.6,3517
00000024490,Chicago,Ohio Valley,9.22,54390,48.6,55.0,21.8,1734
00000024491,Chicago,Ohio Valley,9.89,48367,19.4,52.7,35.6,850
00000024492,Chicago,Ohio Valley,11.17,73006,56.3,55.0,27.3,2017
00000024493,Chicago,Ohio Valley,9.96,58596,29.8,55.0,25.4,1365
00000024494,Chicago,Ohio Valley,8.89,96884,23.0,48.6,17.6,3567
00000024495,Chicago,Ohio Valley,9.57,44795,32.3,55.0,45.5,3019
00000024496,Chicago,Ohio Valley,9.69,58778,9.6,51.3,34.5,1309
00000024497,Chicago,Ohio Valley,10.86,86905,71.9,55.0,34.4,2886
00000024498,Chicago,Ohio Valley,9.02,72709,34.9,51.4,22.2,2127
00000024499,Chicago,Ohio Valley,9.59,94030,44.7,51.4,29.3,4105
00000024500,Chicago,Ohio Valley,9.84,54085,73.1,54.2,27.8,2813
00000024501,Chicago,Ohio Valley,10.35,96582,69.2,53.4,34.3,2510
00000024502,Chicago,Ohio Valley,9.43,23403,25.9,42.9,39.7,4010
00000024503,Chicago,Ohio Valley,9.95,24404,38.9,55.0,16.9,1824
00000024504,Chicago,Ohio Valley,8.85,96975,21.8,51.0,20.6,1136
00000024505,Chicago,Ohio Valley,9.39,65183,62.2,55.0,34.0,2039
00000024506,Chicago,Ohio Valley,10.37,88020,68.9,55.0,24.0,1460
00000024507,Chicago,Ohio Valley,8.42,67486,10.0,55.0,36.1,2598
00000024508,Chicago,Ohio Valley,9.42,64823,73.1,45.0,25.8,1876
00000024509,Chicago,Ohio Valley,9.77,31799,17.4,49.7,18.5,2302
00000024510,Chicago,Ohio Valley,9.66,64329,34.0,55.0,14.5,877
00000024511,Chicago,Ohio Valley,9.22,99040,12.0,51.5,32.8,2452
00000024512,Chicago,Ohio Valley,9.06,66416,46.4,51.1,33.1,836
00000024513,Chicago,Ohio Valley,9.81,82051,17.2,55.0,36.2,3219
00000024514,Chicago,Ohio Valley,8.54,81359,28.6,53.7,32.1,3222
00000024515,Chicago,Ohio Valley,10.86,39682,36.1,55.0,0.0,2227
00000024516,Chicago,Ohio Valley,9.31,86428,7.0,55.0,32.9,2177
00000024517,Chicago,Ohio Valley,10.47,57156,48.7,55.0,16.3,1580
00000024518,Chicago,Ohio Valley,8.67,58508,4.4,55.0,14.4,1258
00000024519,Chicago,Ohio Valley,6.78,117442,27.3,38.2,15.0,1791
00000024520,Chicago,Ohio Valley,8.75,79932,52.7,55.0,12.7,5940
00000024521,Chicago,Ohio Valley,11.82,49037,59.4,55.0,29.1,2074
00000024522,Chicago,Ohio Valley,9.32,66613,28.0,53.5,23.0,806
00000024523,Chicago,Ohio Valley,8.31,65915,15.9,48.9,17.5,648
00000024524,Chicago,Ohio Valley,7.86,107152,41.6,44.0,30.2,762
00000024525,Chicago,Ohio Valley,9.98,65986,50.9,49.5,19.5,1441
00000024526,Chicago,Ohio Valley,8.2,120199,48.4,43.7,37.6,3864
00000024527,Chicago,Ohio Valley,9.3,32581,36.2,55.0,40.5,978
00000024528,Chicago,Ohio Valley,11.05,64191,64.8,55.0,25.7,4243
00000024529,Chicago,Ohio Valley,10.24,45928,30.4,55.0,39.1,2013
00000024530,Chicago,Ohio Valley,10.95,52629,32.5,52.7,38.6,2416
00000024531,Chicago,Ohio Valley,10.6,53171,31.1,55.0,28.5,2377
00000024532,Chicago,Ohio Valley,8.3,47217,47.8,49.1,43.6,2577
00000024533,Chicago,Ohio Valley,9.24,108254,34.5,44.9,24.0,1412
00000024534,Chicago,Ohio Valley,10.12,100564,73.8,42.3,12.6,445
00000024535,Chicago,Ohio Valley,9.96,75066,68.0,55.0,15.9,1270
00000024536,Chicago,Ohio Valley,9.77,53141,39.4,53.2,23.2,1061
00000024537,Chicago,Ohio Valley,9.19,47919,8.6,44.7,33.2,2178
00000024538,Chicago,Ohio Valley,9.5,83545,69.8,51.6,19.5,2062
00000024539,Chicago,Ohio Valley,9.94,72503,53.3,55.0,23.0,1535
00000024540,Chicago,Ohio Valley,9.86,61379,11.5,55.0,18.4,5183
00000024541,Chicago,Ohio Valley,10.37,78529,57.4,55.0,22.8,1230
00000024542,Chicago,Ohio Valley,8.26,87276,8.2,55.0,40.5,475
00000024543,Chicago,Ohio Valley,9.83,61148,11.4,54.1,31.3,1942
00000024544,Chicago,Ohio Valley,10.26,45316,31.5,55.0,23.5,3690
00000024545,Chicago,Ohio Valley,12.05,31972,93.1,55.0,36.4,2148
00000024546,Chicago,Ohio Valley,8.74,71265,21.8,49.5,29.5,1459
00000024547,Chicago,Ohio Valley,9.01,119181,69.5,44.2,30.2,2088
00000024548,Chicago,Ohio Valley,10.67,37233,67.3,55.0,36.9,5449
00000024549,Chicago,Ohio Valley,7.58,92486,20.3,52.8,27.5,1069
00000024550,Chicago,Ohio Valley,10.13,48111,47.6,52.4,35.5,1841
00000024551,Chicago,Ohio Valley,10.65,53149,70.8,51.3,34.6,2702
00000024552,Chicago,Ohio Valley,9.85,87873,53.1,55.0,27.3,2105
00000024553,Chicago,Ohio Valley,9.97,58618,13.0,52.7,17.2,1558
00000019418,Houston,South,9.88,54341,32.8,46.8,27.8,3014
00000019419,Houston,South,10.22,57870,70.4,55.0,40.4,2426
00000019420,Houston,South,9.73,78300,50.9,54.2,23.8,1604
00000019421,Houston,South,7.99,76844,27.2,50.7,18.3,3203
00000019422,Houston,South,7.1,117367,12.9,42.5,36.7,2471
00000019423,Houston,South,11.88,26580,54.3,55.0,25.6,2201
00000019424,Houston,South,9.33,108947,69.3,46.7,23.8,645
00000019425,Houston,South,9.04,59888,23.6,55.0,29.3,1851
00000019426,Houston,South,8.72,62735,20.8,47.0,16.3,857
00000019427,Houston,South,9.58,86468,64.7,55.0,14.3,936
00000019428,Houston,South,9.01,86310,35.8,55.0,29.5,1455
00000019429,Houston,South,9.45,93915,88.3,48.3,31.8,4350
00000019430,Houston,South,8.42,99369,26.0,50.3,40.3,2251
00000019431,Houston,South,9.48,64004,29.5,55.0,35.4,2342
00000019432,Houston,South,7.66,99690,8.2,50.0,34.9,2870
00000019433,Houston,South,9.57,49271,30.9,55.0,38.4,1069
00000019434,Houston,South,9.21,57367,37.8,45.3,32.5,702
00000019435,Houston,South,8.04,60449,9.6,47.6,26.7,631
00000019436,Houston,South,9.55,51834,47.0,43.5,35.6,2076
00000019437,Houston,South,9.52,66496,27.2,55.0,35.3,3268
00000019438,Houston,South,9.52,87410,27.7,55.0,28.2,3126
00000019439,Houston,South,9.12,81283,34.2,55.0,19.0,1098
00000019440,Houston,South,9.23,49670,37.1,53.6,14.3,4077
00000019441,Houston,South,9.14,47611,18.4,55.0,35.3,6159
00000019442,Houston,South,8.89,43616,32.9,53.5,32.6,2603
00000019443,Houston,South,9.78,67219,39.5,55.0,33.0,4413
00000019444,Houston,South,9.31,25478,54.2,55.0,35.5,3053
00000019445,Houston,South,10.33,42734,44.0,50.3,20.5,1575
00000019446,Houston,South,10.03,53529,31.4,53.6,12.9,1213
00000019447,Houston,South,6.58,91384,21.2,53.7,34.8,686
00000019448,Houston,South,11.17,61695,77.4,55.0,36.6,1384
00000019449,Houston,South,10.44,90146,85.4,50.9,30.4,1568
00000019450,Houston,South,8.62,69689,19.5,55.0,17.1,1589
00000019451,Houston,South,8.52,53142,38.7,47.7,31.0,1689
00000019452,Houston,South,10.16,54171,81.8,55.0,18.8,456
00000019453,Houston,South,9.15,35848,25.0,55.0,16.3,2885
00000019454,Houston,South,8.27,125079,47.8,36.7,29.2,3093
00000019455,Houston,South,8.8,92762,48.9,55.0,30.2,2258
00000019456,Houston,South,9.82,80093,52.0,52.5,27.3,896
00000019457,Houston,South,10.63,32417,75.1,50.4,30.9,2253
00000019458,Houston,South,9.7,53709,41.6,55.0,21.8,1832
00000019459,Houston,South,8.64,40616,33.2,52.3,29.7,2403
00000019460,Houston,South,8.83,68189,47.2,55.0,25.0,4585
00000019461,Houston,South,10.61,41817,38.9,55.0,25.4,1624
00000019462,Houston,South,9.9,48242,50.3,55.0,30.1,2016
00000019463,Houston,South,9.45,42471,16.6,55.0,36.8,1076
00000019464,Houston,South,10.33,59006,29.1,55.0,30.0,3143
00000019465,Houston,South,9.31,66785,41.0,55.0,33.5,2756
00000019466,Houston,South,9.62,59668,48.9,55.0,28.3,2058
00000019467,Houston,South,8.66,103322,25.7,48.1,32.9,961
00000019468,Houston,South,8.97,85277,52.2,48.2,37.0,1199
00000019469,Houston,South,9.74,45424,30.2,55.0,43.2,602
00000019470,Houston,South,11.02,73140,87.2,55.0,36.8,1191
00000019471,Houston,South,9.59,47483,44.5,49.5,27.8,2767
00000019472,Houston,South,10.99,55121,79.1,53.9,36.3,2292
00000019473,Houston,South,9.25,76979,46.2,55.0,32.9,1989
00000019474,Houston,South,9.05,81641,15.8,55.0,23.8,4405
00000019475,Houston,South,9.08,50314,16.9,49.2,33.2,2170
00000019476,Houston,South,9.79,37378,39.1,55.0,19.1,1278
00000019477,Houston,South,9.99,67192,67.2,53.2,32.4,1188
00000019478,Houston,South,7.12,75865,22.9,51.6,44.2,1573
00000019479,Houston,South,9.44,49042,9.4,50.4,34.9,1380
00000019480,Houston,South,9.04,85413,78.6,51.7,38.3,3202
00000019481,Houston,South,7.83,80982,15.7,55.0,26.6,2328
00000019482,Houston,South,9.28,48678,34.9,53.9,32.3,1492
00000019483,Houston,South,7.67,93254,36.4,55.0,35.4,1526
00000019484,Houston,South,7.9,94018,7.2,47.4,27.2,2757
00000019485,Houston,South,8.31,116691,48.6,45.1,34.7,3316
00000019486,Houston,South,7.47,107793,22.3,48.3,33.6,598
00000019487,Houston,South,8.46,42434,15.7,47.5,34.7,1631
00000019488,Houston,South,9.58,88124,82.2,55.0,20.0,1910
00000019489,Houston,South,9.79,86990,58.5,55.0,38.3,2512
00000019490,Houston,South,8.44,56287,32.8,55.0,32.8,1934
00000019491,Houston,South,9.92,76373,79.9,55.0,27.0,2308
00000019492,Houston,South,8.83,18059,16.2,55.0,28.1,1568
00000019493,Houston,South,10.52,17365,29.4,54.4,27.2,1114
00000019494,Houston,South,10.21,22133,46.0,55.0,21.1,2894
00000019495,Houston,South,9.52,74731,57.7,45.9,37.8,2949
00000019496,Houston,South,10.06,75912,45.1,55.0,35.6,2673
00000019497,Houston,South,10.15,58152,34.3,55.0,36.0,2974
00000019498,Houston,South,6.55,108029,9.8,42.5,42.8,1009
00000019499,Houston,South,9.15,89676,42.4,55.0,30.1,1333
00000019500,Houston,South,10.64,25042,30.7,55.0,14.2,3540
00000019501,Houston,South,9.29,60700,15.3,55.0,33.5,2238
00000019502,Houston,South,10.45,41507,44.1,55.0,32.3,1870
00000019503,Houston,South,7.95,75349,48.7,47.2,42.0,1554
00000019504,Houston,South,9.3,64235,28.2,50.3,37.1,3868
00000019505,Houston,South,10.25,42925,75.2,55.0,28.8,624
00000019506,Houston,South,9.01,107361,50.2,51.1,27.6,2156
00000019507,Houston,South,9.05,66434,11.6,55.0,36.7,1737
00000019508,Houston,South,9.82,54599,36.8,53.7,6.8,852
00000019509,Houston,South,10.21,58671,70.1,55.0,29.7,4769
00000019510,Houston,South,9.93,105466,62.2,55.0,35.5,359
00000019511,Houston,South,10.38,87781,86.3,54.5,26.6,1944
00000019512,Houston,South,9.67,60941,39.9,55.0,25.1,2482
